('1', 'Bag, Barracks Laundry', 'available'),
('628', 'Cup, Water Canteen', 'not available'),
('629', 'Cup, Water Canteen', 'available'),
('630', 'Cup, Water Canteen', 'not available'),
('631', 'Cup, Water Canteen', 'available'),
('632', 'Cup, Water Canteen', 'not available'),
('633', 'Cup, Water Canteen', 'available'),
('634', 'Cup, Water Canteen', 'not available'),
('635', 'Cup, Water Canteen', 'available'),
('636', 'Cup, Water Canteen', 'not available'),
('637', 'Cup, Water Canteen', 'available'),
('638', 'Cup, Water Canteen', 'not available'),
('639', 'Cup, Water Canteen', 'available'),
('640', 'Cup, Water Canteen', 'not available'),
('641', 'Cup, Water Canteen', 'available'),
('642', 'Cup, Water Canteen', 'not available'),
('643', 'Cup, Water Canteen', 'available'),
('644', 'Cup, Water Canteen', 'not available'),
('645', 'Cup, Water Canteen', 'available'),
('646', 'Cup, Water Canteen', 'not available'),
('647', 'Cup, Water Canteen', 'available'),
('648', 'Cup, Water Canteen', 'not available'),
('649', 'Cup, Water Canteen', 'available'),
('650', 'Cup, Water Canteen', 'not available'),
('651', 'Cup, Water Canteen', 'available'),
('652', 'Cup, Water Canteen', 'not available'),
('653', 'Cup, Water Canteen', 'available'),
('654', 'Cup, Water Canteen', 'not available'),
('655', 'Cup, Water Canteen', 'available'),
('656', 'Cup, Water Canteen', 'not available'),
('657', 'Cup, Water Canteen', 'available'),
('658', 'Cup, Water Canteen', 'not available'),
('659', 'Cup, Water Canteen', 'available'),
('660', 'Cup, Water Canteen', 'not available'),
('661', 'Cup, Water Canteen', 'available'),
('662', 'Cup, Water Canteen', 'not available'),
('663', 'Cup, Water Canteen', 'available'),
('664', 'Cup, Water Canteen', 'not available'),
('665', 'Cup, Water Canteen', 'available'),
('666', 'Cup, Water Canteen', 'not available'),
('667', 'Cup, Water Canteen', 'available'),
('668', 'Cup, Water Canteen', 'not available'),
('669', 'Cup, Water Canteen', 'available'),
('670', 'Cup, Water Canteen', 'not available'),
('671', 'Cup, Water Canteen', 'available'),
('672', 'Cup, Water Canteen', 'not available'),
('673', 'Cup, Water Canteen', 'available'),
('674', 'Cup, Water Canteen', 'not available'),
('675', 'Cup, Water Canteen', 'available'),
('676', 'Cup, Water Canteen', 'not available'),
('677', 'Cup, Water Canteen', 'available'),
('678', 'Cup, Water Canteen', 'not available'),
('679', 'Cup, Water Canteen', 'available'),
('680', 'Cup, Water Canteen', 'not available'),
('681', 'Cup, Water Canteen', 'available'),
('682', 'Cup, Water Canteen', 'not available'),
('683', 'Cup, Water Canteen', 'available'),
('684', 'Cup, Water Canteen', 'not available'),
('685', 'Cup, Water Canteen', 'available'),
('686', 'Cup, Water Canteen', 'not available'),
('687', 'Cup, Water Canteen', 'available'),
('688', 'Cup, Water Canteen', 'not available'),
('689', 'Cup, Water Canteen', 'available'),
('690', 'Cup, Water Canteen', 'not available'),
('691', 'Cup, Water Canteen', 'available'),
('692', 'Cup, Water Canteen', 'not available'),
('693', 'Cup, Water Canteen', 'available'),
('694', 'Cup, Water Canteen', 'not available'),
('695', 'Cup, Water Canteen', 'available'),
('696', 'Cup, Water Canteen', 'not available'),
('697', 'Cup, Water Canteen', 'available'),
('698', 'Cup, Water Canteen', 'not available'),
('699', 'Cup, Water Canteen', 'available'),
('700', 'Cup, Water Canteen', 'not available'),
('701', 'Cup, Water Canteen', 'available'),
('702', 'Cup, Water Canteen', 'not available'),
('703', 'Cup, Water Canteen', 'available'),
('704', 'Cup, Water Canteen', 'not available'),
('705', 'Cup, Water Canteen', 'available'),
('706', 'Cup, Water Canteen', 'not available'),
('707', 'Cup, Water Canteen', 'available'),
('708', 'Cup, Water Canteen', 'not available'),
('709', 'Cup, Water Canteen', 'available'),
('710', 'Cup, Water Canteen', 'not available'),
('711', 'Cup, Water Canteen', 'available'),
('712', 'Cup, Water Canteen', 'not available'),
('713', 'Cup, Water Canteen', 'available'),
('714', 'Cup, Water Canteen', 'not available'),
('715', 'Cup, Water Canteen', 'available'),
('716', 'Cup, Water Canteen', 'not available'),
('717', 'Cup, Water Canteen', 'available'),
('718', 'Cup, Water Canteen', 'not available'),
('719', 'Cup, Water Canteen', 'available'),
('720', 'Cup, Water Canteen', 'not available'),
('721', 'Cup, Water Canteen', 'available'),
('722', 'Cup, Water Canteen', 'not available'),
('723', 'Cup, Water Canteen', 'available'),
('724', 'Cup, Water Canteen', 'not available'),
('725', 'Cup, Water Canteen', 'available'),
('726', 'Cup, Water Canteen', 'not available'),
('727', 'Cup, Water Canteen', 'available'),
('728', 'Cup, Water Canteen', 'not available'),
('729', 'Cup, Water Canteen', 'available'),
('730', 'Cup, Water Canteen', 'not available'),
('731', 'Cup, Water Canteen', 'available'),
('732', 'Cup, Water Canteen', 'not available'),
('733', 'Cup, Water Canteen', 'available'),
('734', 'Cup, Water Canteen', 'not available'),
('735', 'Cup, Water Canteen', 'available'),
('736', 'Cup, Water Canteen', 'not available'),
('737', 'Cup, Water Canteen', 'available'),
('738', 'Cup, Water Canteen', 'not available'),
('739', 'Cup, Water Canteen', 'available'),
('740', 'Cup, Water Canteen', 'not available'),
('741', 'Cup, Water Canteen', 'available'),
('742', 'Cup, Water Canteen', 'not available'),
('743', 'Cup, Water Canteen', 'available'),
('744', 'Cup, Water Canteen', 'not available'),
('745', 'Cup, Water Canteen', 'available'),
('746', 'Cup, Water Canteen', 'not available'),
('747', 'Cup, Water Canteen', 'available'),
('748', 'Cup, Water Canteen', 'not available'),
('749', 'Cup, Water Canteen', 'available'),
('750', 'Cup, Water Canteen', 'not available'),
('751', 'Poncho, Wet Weather', 'available'),
('752', 'Poncho, Wet Weather', 'not available'),
('753', 'Poncho, Wet Weather', 'available'),
('754', 'Poncho, Wet Weather', 'not available'),
('755', 'Poncho, Wet Weather', 'available'),
('756', 'Poncho, Wet Weather', 'not available'),
('757', 'Poncho, Wet Weather', 'available'),
('758', 'Poncho, Wet Weather', 'not available'),
('759', 'Poncho, Wet Weather', 'available'),
('760', 'Poncho, Wet Weather', 'not available'),
('761', 'Poncho, Wet Weather', 'available'),
('762', 'Poncho, Wet Weather', 'not available'),
('763', 'Poncho, Wet Weather', 'available'),
('764', 'Poncho, Wet Weather', 'not available'),
('765', 'Poncho, Wet Weather', 'available'),
('766', 'Poncho, Wet Weather', 'not available'),
('767', 'Poncho, Wet Weather', 'available'),
('768', 'Poncho, Wet Weather', 'not available'),
('769', 'Poncho, Wet Weather', 'available'),
('770', 'Poncho, Wet Weather', 'not available'),
('771', 'Poncho, Wet Weather', 'available'),
('772', 'Poncho, Wet Weather', 'not available'),
('773', 'Poncho, Wet Weather', 'available'),
('774', 'Poncho, Wet Weather', 'not available'),
('775', 'Poncho, Wet Weather', 'available'),
('776', 'Poncho, Wet Weather', 'not available'),
('777', 'Poncho, Wet Weather', 'available'),
('778', 'Poncho, Wet Weather', 'not available'),
('779', 'Poncho, Wet Weather', 'available'),
('780', 'Poncho, Wet Weather', 'not available'),
('781', 'Poncho, Wet Weather', 'available'),
('782', 'Poncho, Wet Weather', 'not available'),
('783', 'Poncho, Wet Weather', 'available'),
('784', 'Poncho, Wet Weather', 'not available'),
('785', 'Poncho, Wet Weather', 'available'),
('786', 'Poncho, Wet Weather', 'not available'),
('787', 'Poncho, Wet Weather', 'available'),
('788', 'Poncho, Wet Weather', 'not available'),
('789', 'Poncho, Wet Weather', 'available'),
('790', 'Poncho, Wet Weather', 'not available'),
('791', 'Poncho, Wet Weather', 'available'),
('792', 'Poncho, Wet Weather', 'not available'),
('793', 'Poncho, Wet Weather', 'available'),
('794', 'Poncho, Wet Weather', 'not available'),
('795', 'Poncho, Wet Weather', 'available'),
('796', 'Poncho, Wet Weather', 'not available'),
('797', 'Poncho, Wet Weather', 'available'),
('798', 'Poncho, Wet Weather', 'not available'),
('799', 'Poncho, Wet Weather', 'available'),
('800', 'Poncho, Wet Weather', 'not available'),
('801', 'Poncho, Wet Weather', 'available'),
('802', 'Poncho, Wet Weather', 'not available'),
('803', 'Poncho, Wet Weather', 'available'),
('804', 'Poncho, Wet Weather', 'not available'),
('805', 'Poncho, Wet Weather', 'available'),
('806', 'Poncho, Wet Weather', 'not available'),
('807', 'Poncho, Wet Weather', 'available'),
('808', 'Poncho, Wet Weather', 'not available'),
('809', 'Poncho, Wet Weather', 'available'),
('810', 'Poncho, Wet Weather', 'not available'),
('811', 'Poncho, Wet Weather', 'available'),
('812', 'Poncho, Wet Weather', 'not available'),
('813', 'Poncho, Wet Weather', 'available'),
('814', 'Poncho, Wet Weather', 'not available'),
('815', 'Poncho, Wet Weather', 'available'),
('816', 'Poncho, Wet Weather', 'not available'),
('817', 'Poncho, Wet Weather', 'available'),
('818', 'Poncho, Wet Weather', 'not available'),
('819', 'Poncho, Wet Weather', 'available'),
('820', 'Poncho, Wet Weather', 'not available'),
('821', 'Poncho, Wet Weather', 'available'),
('822', 'Poncho, Wet Weather', 'not available'),
('823', 'Poncho, Wet Weather', 'available'),
('824', 'Poncho, Wet Weather', 'not available'),
('825', 'Poncho, Wet Weather', 'available'),
('826', 'Poncho, Wet Weather', 'not available'),
('827', 'Poncho, Wet Weather', 'available'),
('828', 'Poncho, Wet Weather', 'not available'),
('829', 'Poncho, Wet Weather', 'available'),
('830', 'Poncho, Wet Weather', 'not available'),
('831', 'Poncho, Wet Weather', 'available'),
('832', 'Poncho, Wet Weather', 'not available'),
('833', 'Poncho, Wet Weather', 'available'),
('834', 'Poncho, Wet Weather', 'not available'),
('835', 'Poncho, Wet Weather', 'available'),
('836', 'Poncho, Wet Weather', 'not available'),
('837', 'Poncho, Wet Weather', 'available'),
('838', 'Poncho, Wet Weather', 'not available'),
('839', 'Poncho, Wet Weather', 'available'),
('840', 'Poncho, Wet Weather', 'not available'),
('841', 'Poncho, Wet Weather', 'available'),
('842', 'Poncho, Wet Weather', 'not available'),
('843', 'Poncho, Wet Weather', 'available'),
('844', 'Poncho, Wet Weather', 'not available'),
('845', 'Poncho, Wet Weather', 'available'),
('846', 'Poncho, Wet Weather', 'not available'),
('847', 'Poncho, Wet Weather', 'available'),
('848', 'Poncho, Wet Weather', 'not available'),
('849', 'Poncho, Wet Weather', 'available'),
('850', 'Poncho, Wet Weather', 'not available'),
('851', 'Poncho, Wet Weather', 'available'),
('852', 'Poncho, Wet Weather', 'not available'),
('853', 'Poncho, Wet Weather', 'available'),
('854', 'Poncho, Wet Weather', 'not available'),
('855', 'Poncho, Wet Weather', 'available'),
('856', 'Poncho, Wet Weather', 'not available'),
('857', 'Poncho, Wet Weather', 'available'),
('858', 'Poncho, Wet Weather', 'not available'),
('859', 'Poncho, Wet Weather', 'available'),
('860', 'Poncho, Wet Weather', 'not available'),
('861', 'Poncho, Wet Weather', 'available'),
('862', 'Poncho, Wet Weather', 'not available'),
('863', 'Poncho, Wet Weather', 'available'),
('864', 'Poncho, Wet Weather', 'not available'),
('865', 'Poncho, Wet Weather', 'available'),
('866', 'Poncho, Wet Weather', 'not available'),
('867', 'Poncho, Wet Weather', 'available'),
('868', 'Poncho, Wet Weather', 'not available'),
('869', 'Poncho, Wet Weather', 'available'),
('870', 'Poncho, Wet Weather', 'not available'),
('871', 'Poncho, Wet Weather', 'available'),
('872', 'Poncho, Wet Weather', 'not available'),
('873', 'Poncho, Wet Weather', 'available'),
('874', 'Poncho, Wet Weather', 'not available'),
('875', 'Poncho, Wet Weather', 'available'),
('876', 'Poncho, Wet Weather', 'not available'),
('877', 'Poncho, Wet Weather', 'available'),
('878', 'Poncho, Wet Weather', 'not available'),
('879', 'Poncho, Wet Weather', 'available'),
('880', 'Poncho, Wet Weather', 'not available'),
('881', 'Poncho, Wet Weather', 'available'),
('882', 'Poncho, Wet Weather', 'not available'),
('883', 'Poncho, Wet Weather', 'available'),
('884', 'Poncho, Wet Weather', 'not available'),
('885', 'Poncho, Wet Weather', 'available'),
('886', 'Poncho, Wet Weather', 'not available'),
('887', 'Poncho, Wet Weather', 'available'),
('888', 'Poncho, Wet Weather', 'not available'),
('889', 'Poncho, Wet Weather', 'available'),
('890', 'Poncho, Wet Weather', 'not available'),
('891', 'Poncho, Wet Weather', 'available'),
('892', 'Poncho, Wet Weather', 'not available'),
('893', 'Poncho, Wet Weather', 'available'),
('894', 'Poncho, Wet Weather', 'not available'),
('895', 'Poncho, Wet Weather', 'available'),
('896', 'Poncho, Wet Weather', 'not available'),
('897', 'Poncho, Wet Weather', 'available'),
('898', 'Poncho, Wet Weather', 'not available'),
('899', 'Poncho, Wet Weather', 'available'),
('900', 'Poncho, Wet Weather', 'not available'),
('901', 'Elbow Pads', 'available'),
('902', 'Elbow Pads', 'not available'),
('903', 'Elbow Pads', 'available'),
('904', 'Elbow Pads', 'not available'),
('905', 'Elbow Pads', 'available'),
('906', 'Elbow Pads', 'not available'),
('907', 'Elbow Pads', 'available'),
('908', 'Elbow Pads', 'not available'),
('909', 'Elbow Pads', 'available'),
('910', 'Elbow Pads', 'not available'),
('911', 'Elbow Pads', 'available'),
('912', 'Elbow Pads', 'not available'),
('913', 'Elbow Pads', 'available'),
('914', 'Elbow Pads', 'not available'),
('915', 'Elbow Pads', 'available'),
('916', 'Elbow Pads', 'not available'),
('917', 'Elbow Pads', 'available'),
('918', 'Elbow Pads', 'not available'),
('919', 'Elbow Pads', 'available'),
('920', 'Elbow Pads', 'not available'),
('921', 'Elbow Pads', 'available'),
('922', 'Elbow Pads', 'not available'),
('923', 'Elbow Pads', 'available'),
('924', 'Elbow Pads', 'not available'),
('925', 'Elbow Pads', 'available'),
('926', 'Elbow Pads', 'not available'),
('927', 'Elbow Pads', 'available'),
('928', 'Elbow Pads', 'not available'),
('929', 'Elbow Pads', 'available'),
('930', 'Elbow Pads', 'not available'),
('931', 'Elbow Pads', 'available'),
('932', 'Elbow Pads', 'not available'),
('933', 'Elbow Pads', 'available'),
('934', 'Elbow Pads', 'not available'),
('935', 'Elbow Pads', 'available'),
('936', 'Elbow Pads', 'not available'),
('937', 'Elbow Pads', 'available'),
('938', 'Elbow Pads', 'not available'),
('939', 'Elbow Pads', 'available'),
('940', 'Elbow Pads', 'not available'),
('941', 'Elbow Pads', 'available'),
('942', 'Elbow Pads', 'not available'),
('943', 'Elbow Pads', 'available'),
('944', 'Elbow Pads', 'not available'),
('945', 'Elbow Pads', 'available'),
('946', 'Elbow Pads', 'not available'),
('947', 'Elbow Pads', 'available'),
('948', 'Elbow Pads', 'not available'),
('949', 'Elbow Pads', 'available'),
('950', 'Elbow Pads', 'not available'),
('951', 'Elbow Pads', 'available'),
('952', 'Elbow Pads', 'not available'),
('953', 'Elbow Pads', 'available'),
('954', 'Elbow Pads', 'not available'),
('955', 'Elbow Pads', 'available'),
('956', 'Elbow Pads', 'not available'),
('957', 'Elbow Pads', 'available'),
('958', 'Elbow Pads', 'not available'),
('959', 'Elbow Pads', 'available'),
('960', 'Elbow Pads', 'not available'),
('961', 'Elbow Pads', 'available'),
('962', 'Elbow Pads', 'not available'),
('963', 'Elbow Pads', 'available'),
('964', 'Elbow Pads', 'not available'),
('965', 'Elbow Pads', 'available'),
('966', 'Elbow Pads', 'not available'),
('967', 'Elbow Pads', 'available'),
('968', 'Elbow Pads', 'not available'),
('969', 'Elbow Pads', 'available'),
('970', 'Elbow Pads', 'not available'),
('971', 'Elbow Pads', 'available'),
('972', 'Elbow Pads', 'not available'),
('973', 'Elbow Pads', 'available'),
('974', 'Elbow Pads', 'not available'),
('975', 'Elbow Pads', 'available'),
('976', 'Elbow Pads', 'not available'),
('977', 'Elbow Pads', 'available'),
('978', 'Elbow Pads', 'not available'),
('979', 'Elbow Pads', 'available'),
('980', 'Elbow Pads', 'not available'),
('981', 'Elbow Pads', 'available'),
('982', 'Elbow Pads', 'not available'),
('983', 'Elbow Pads', 'available'),
('984', 'Elbow Pads', 'not available'),
('985', 'Elbow Pads', 'available'),
('986', 'Elbow Pads', 'not available'),
('987', 'Elbow Pads', 'available'),
('988', 'Elbow Pads', 'not available'),
('989', 'Elbow Pads', 'available'),
('990', 'Elbow Pads', 'not available'),
('991', 'Elbow Pads', 'available'),
('992', 'Elbow Pads', 'not available'),
('993', 'Elbow Pads', 'available'),
('994', 'Elbow Pads', 'not available'),
('995', 'Elbow Pads', 'available'),
('996', 'Elbow Pads', 'not available'),
('997', 'Elbow Pads', 'available'),
('998', 'Elbow Pads', 'not available'),
('999', 'Elbow Pads', 'available'),
('1000', 'Elbow Pads', 'not available'),
('1001', 'Elbow Pads', 'available'),
('1002', 'Elbow Pads', 'not available'),
('1003', 'Elbow Pads', 'available'),
('1004', 'Elbow Pads', 'not available'),
('1005', 'Elbow Pads', 'available'),
('1006', 'Elbow Pads', 'not available'),
('1007', 'Elbow Pads', 'available'),
('1008', 'Elbow Pads', 'not available'),
('1009', 'Elbow Pads', 'available'),
('1010', 'Elbow Pads', 'not available'),
